shipment_id,date,month,origin_port,destination_port,transport_mode,product_category,distance_km,weight_mt,fuel_price_index,geopolitical_risk_score,weather_condition,carrier_reliability_score,lead_time_days,disruption_occurred,copper__usd_per_mt
SC-13130,2024-12-05,2024-12-01,Dubai,Marseille,Rail,Electronics,12173.81,389.41,3.41,5.0,Rain,0.92,13.06,0,8916.32
SC-13132,2024-05-23,2024-05-01,Shanghai,Los Angeles,Rail,Perishables,14024.3,485.48,3.22,4.1,Fog,0.567,16.5,0,10139.33
SC-13134,2024-03-21,2024-03-01,Shanghai,Dubai,Sea,Textiles,3404.09,341.05,3.36,3.7,Hurricane,0.985,44.63,1,8689.13
SC-13136,2024-12-20,2024-12-01,Hamburg,Los Angeles,Sea,Automotive,11271.78,198.73,4.29,8.7,Fog,0.591,33.98,1,8916.32
SC-13137,2024-02-24,2024-02-01,Rotterdam,Busan,Air,Pharmaceuticals,11199.8,481.95,1.21,8.8,Clear,0.92,1.7,1,8304.95
SC-13138,2024-04-10,2024-04-01,Los Angeles,Dubai,Rail,Electronics,8061.01,269.95,4.12,2.3,Rain,0.698,6.15,0,9464.43
SC-13140,2024-08-25,2024-08-01,Shanghai,Los Angeles,Air,Textiles,5881.14,61.02,4.35,3.4,Storm,0.63,0.5,1,8971.96
SC-13141,2024-03-18,2024-03-01,Singapore,Hamburg,Sea,Electronics,13851.12,352.06,2.13,3.1,Fog,0.697,33.36,0,8689.13
SC-13142,2024-12-14,2024-12-01,Los Angeles,Hamburg,Sea,Pharmaceuticals,8974.51,322.78,2.46,7.3,Rain,0.752,20.23,0,8916.32
SC-13147,2024-11-30,2024-11-01,Rotterdam,Antwerp,Air,Textiles,10163.71,460.61,3.22,3.3,Storm,0.702,1.48,1,9075.73
SC-13148,2024-01-31,2024-01-01,Shanghai,Antwerp,Rail,Textiles,11917.11,161.15,3.56,6.3,Storm,0.988,31.73,1,8338.88
SC-13150,2024-10-06,2024-10-01,Busan,Singapore,Road,Automotive,9638.58,267.58,2.07,7.3,Rain,0.891,10.22,0,9533.99
SC-13153,2024-08-21,2024-08-01,Rotterdam,Singapore,Sea,Perishables,6700.22,471.57,2.36,1.7,Fog,0.714,15.01,1,8971.96
SC-13154,2024-12-30,2024-12-01,Dubai,Antwerp,Sea,Pharmaceuticals,6916.91,397.74,2.0,3.2,Hurricane,0.851,88.81,1,8916.32
SC-13158,2024-07-09,2024-07-01,Busan,Hamburg,Road,Textiles,12458.78,201.75,4.22,3.2,Rain,0.67,10.79,1,9385.31
SC-13163,2024-03-28,2024-03-01,Antwerp,Shanghai,Rail,Pharmaceuticals,7788.15,240.99,1.53,7.8,Rain,0.858,8.05,1,8689.13
SC-13165,2024-10-29,2024-10-01,Antwerp,Shanghai,Road,Automotive,7620.89,182.23,1.37,4.4,Storm,0.968,16.63,1,9533.99
SC-13166,2024-09-09,2024-09-01,Dubai,Busan,Sea,Electronics,13943.1,27.08,2.51,9.8,Fog,0.812,43.44,0,9237.48
SC-13168,2024-03-16,2024-03-01,Antwerp,Shanghai,Sea,Textiles,11584.39,218.67,3.05,2.0,Clear,0.584,17.94,0,8689.13
SC-13169,2024-03-25,2024-03-01,Antwerp,Marseille,Sea,Pharmaceuticals,6440.23,98.2,3.49,2.9,Fog,0.813,15.09,1,8689.13
SC-13170,2024-10-01,2024-10-01,Shanghai,Hamburg,Road,Electronics,10000.02,408.2,2.96,6.9,Clear,0.886,8.58,0,9533.99
SC-13171,2024-06-06,2024-06-01,Singapore,Busan,Road,Textiles,4273.43,401.48,2.63,9.2,Fog,0.636,5.82,1,9648.17
SC-13175,2024-06-06,2024-06-01,Rotterdam,Shanghai,Sea,Pharmaceuticals,3191.88,144.79,3.62,9.2,Storm,0.656,19.49,1,9648.17
SC-13177,2024-11-20,2024-11-01,Shanghai,Dubai,Sea,Textiles,13284.51,365.53,2.58,3.8,Storm,0.652,65.77,1,9075.73
SC-13179,2024-04-19,2024-04-01,Busan,Antwerp,Rail,Perishables,10434.45,48.29,2.75,3.3,Fog,0.731,12.94,1,9464.43
SC-13180,2024-04-03,2024-04-01,Antwerp,Singapore,Rail,Perishables,2101.26,4.39,1.51,8.8,Fog,0.799,3.39,1,9464.43
SC-13181,2024-01-06,2024-01-01,Shanghai,Antwerp,Sea,Textiles,4693.22,77.32,1.35,1.1,Rain,0.708,8.29,0,8338.88
SC-13182,2024-11-11,2024-11-01,Busan,Hamburg,Sea,Electronics,4992.2,35.43,1.57,0.4,Fog,0.581,11.11,0,9075.73
SC-13185,2024-10-03,2024-10-01,Rotterdam,Singapore,Sea,Textiles,8265.53,75.48,4.0,1.1,Rain,0.809,14.26,0,9533.99
SC-13186,2024-04-14,2024-04-01,Hamburg,Singapore,Road,Textiles,5674.85,121.26,1.98,0.7,Fog,0.924,4.7,0,9464.43
SC-13187,2024-05-15,2024-05-01,Los Angeles,Marseille,Rail,Perishables,5629.94,468.13,4.29,7.6,Fog,0.51,7.81,1,10139.33
SC-13188,2024-03-30,2024-03-01,Antwerp,Dubai,Sea,Pharmaceuticals,12514.06,260.56,4.35,1.6,Hurricane,0.533,151.44,1,8689.13
SC-13189,2024-07-10,2024-07-01,Hamburg,Antwerp,Road,Textiles,11944.75,183.04,4.36,9.1,Storm,0.729,31.22,1,9385.31
SC-13196,2024-04-15,2024-04-01,Shanghai,Dubai,Road,Electronics,14146.25,338.97,4.49,7.7,Fog,0.676,16.91,1,9464.43
SC-13197,2024-01-27,2024-01-01,Busan,Rotterdam,Road,Electronics,13206.63,145.5,2.88,7.6,Storm,0.864,32.77,1,8338.88
SC-13198,2024-04-01,2024-04-01,Hamburg,Los Angeles,Air,Perishables,1987.24,289.02,2.34,6.7,Fog,0.806,0.73,0,9464.43
SC-13199,2024-12-28,2024-12-01,Dubai,Rotterdam,Rail,Automotive,6194.6,33.88,1.81,4.5,Storm,0.541,17.03,1,8916.32
SC-13201,2024-04-05,2024-04-01,Shanghai,Hamburg,Road,Electronics,7795.42,204.3,2.88,6.2,Storm,0.739,18.08,1,9464.43
SC-13204,2024-11-28,2024-11-01,Busan,Singapore,Road,Perishables,10315.64,332.37,2.87,0.4,Storm,0.863,19.24,1,9075.73
SC-13206,2024-01-13,2024-01-01,Rotterdam,Marseille,Sea,Electronics,12952.08,64.39,3.27,5.7,Storm,0.611,68.95,1,8338.88
SC-13207,2024-10-25,2024-10-01,Antwerp,Dubai,Air,Textiles,11351.16,30.21,3.97,7.2,Rain,0.952,1.44,0,9533.99
SC-13210,2024-03-27,2024-03-01,Antwerp,Dubai,Road,Automotive,2825.3,87.83,3.43,2.8,Rain,0.573,1.86,0,8689.13
SC-13212,2024-09-05,2024-09-01,Dubai,Los Angeles,Sea,Pharmaceuticals,3099.17,8.9,1.83,0.5,Fog,0.793,6.19,1,9237.48
SC-13215,2024-06-22,2024-06-01,Hamburg,Rotterdam,Rail,Automotive,2204.49,253.77,2.73,3.3,Rain,0.687,1.92,0,9648.17
SC-13218,2024-06-22,2024-06-01,Los Angeles,Marseille,Rail,Perishables,10921.72,148.26,3.97,1.0,Fog,0.502,11.25,0,9648.17
SC-13219,2024-05-22,2024-05-01,Rotterdam,Los Angeles,Road,Automotive,11119.82,366.97,2.39,7.0,Fog,0.825,13.52,1,10139.33
SC-13220,2024-10-02,2024-10-01,Shanghai,Dubai,Sea,Electronics,7966.53,435.77,2.61,3.7,Hurricane,0.711,105.24,1,9533.99
SC-13221,2024-11-04,2024-11-01,Hamburg,Singapore,Road,Pharmaceuticals,2839.76,97.1,4.44,6.7,Fog,0.671,2.17,1,9075.73
SC-13222,2024-10-01,2024-10-01,Shanghai,Rotterdam,Road,Automotive,1711.54,49.71,3.79,8.3,Storm,0.547,4.65,1,9533.99
SC-13224,2024-05-29,2024-05-01,Singapore,Shanghai,Air,Electronics,2903.35,175.6,2.65,1.7,Storm,0.612,0.69,1,10139.33
SC-13225,2024-03-05,2024-03-01,Singapore,Antwerp,Air,Pharmaceuticals,13417.41,276.11,1.97,4.9,Rain,0.968,1.01,1,8689.13
SC-13226,2024-06-20,2024-06-01,Antwerp,Singapore,Sea,Perishables,4002.28,180.41,2.56,7.3,Clear,0.716,7.51,0,9648.17
SC-13228,2024-10-09,2024-10-01,Singapore,Los Angeles,Air,Automotive,2027.51,295.08,1.56,7.8,Fog,0.569,0.5,1,9533.99
SC-13230,2024-11-02,2024-11-01,Busan,Singapore,Rail,Electronics,8028.76,102.29,1.35,1.9,Storm,0.794,18.13,0,9075.73
SC-13232,2024-03-19,2024-03-01,Antwerp,Busan,Air,Electronics,4057.61,398.68,3.93,7.4,Storm,0.749,0.59,1,8689.13
SC-13234,2024-09-14,2024-09-01,Hamburg,Los Angeles,Sea,Perishables,6169.98,49.36,3.43,1.0,Fog,0.902,13.91,1,9237.48
SC-13235,2024-09-09,2024-09-01,Dubai,Los Angeles,Rail,Perishables,3895.95,274.46,4.28,7.2,Storm,0.66,11.21,1,9237.48
SC-13240,2024-07-19,2024-07-01,Rotterdam,Shanghai,Sea,Automotive,6528.74,355.38,1.98,5.9,Storm,0.831,35.75,1,9385.31
SC-13242,2024-04-19,2024-04-01,Los Angeles,Marseille,Rail,Pharmaceuticals,8343.12,13.19,1.69,0.2,Rain,0.752,6.44,0,9464.43
SC-13243,2024-05-18,2024-05-01,Shanghai,Marseille,Rail,Perishables,10598.23,206.46,3.52,1.0,Rain,0.984,9.19,0,10139.33
SC-13244,2024-11-07,2024-11-01,Singapore,Busan,Rail,Electronics,10681.12,167.14,3.6,2.9,Clear,0.831,7.81,1,9075.73
SC-13245,2024-01-07,2024-01-01,Los Angeles,Dubai,Sea,Textiles,2989.56,335.04,3.42,6.6,Hurricane,0.952,44.04,1,8338.88
SC-13247,2024-12-06,2024-12-01,Los Angeles,Antwerp,Road,Electronics,6473.39,295.85,1.76,5.6,Clear,0.742,3.7,0,8916.32
SC-13250,2024-12-03,2024-12-01,Los Angeles,Shanghai,Sea,Textiles,8221.31,460.81,3.61,1.7,Hurricane,0.984,99.8,1,8916.32
SC-13252,2024-12-08,2024-12-01,Los Angeles,Busan,Road,Textiles,9281.75,6.32,2.32,6.7,Clear,0.951,7.75,1,8916.32
SC-13256,2024-05-19,2024-05-01,Rotterdam,Singapore,Sea,Textiles,10535.07,126.66,1.51,1.4,Storm,0.626,46.29,1,10139.33
SC-13257,2024-11-03,2024-11-01,Busan,Singapore,Sea,Perishables,3490.66,490.53,2.34,3.1,Hurricane,0.511,45.35,1,9075.73
SC-13258,2024-11-24,2024-11-01,Antwerp,Marseille,Air,Pharmaceuticals,6181.96,307.24,1.32,7.7,Rain,0.568,0.5,0,9075.73
SC-13261,2024-07-24,2024-07-01,Rotterdam,Shanghai,Road,Electronics,7863.17,92.55,2.27,3.0,Storm,0.556,15.07,0,9385.31
SC-13263,2024-11-17,2024-11-01,Busan,Dubai,Road,Automotive,762.8,11.97,3.57,9.4,Rain,0.59,1.25,1,9075.73
SC-13264,2024-06-30,2024-06-01,Busan,Hamburg,Rail,Pharmaceuticals,11994.99,408.62,3.12,5.5,Hurricane,0.873,84.7,1,9648.17
SC-13266,2024-11-22,2024-11-01,Singapore,Antwerp,Air,Automotive,7376.7,328.9,1.27,6.6,Fog,0.62,0.56,0,9075.73
SC-13267,2024-10-25,2024-10-01,Busan,Hamburg,Air,Automotive,8629.84,183.18,3.64,5.1,Storm,0.598,0.69,1,9533.99
SC-13272,2024-09-05,2024-09-01,Singapore,Marseille,Sea,Electronics,10989.93,35.75,1.77,6.3,Rain,0.782,24.09,1,9237.48
SC-13273,2024-11-29,2024-11-01,Dubai,Hamburg,Rail,Automotive,8267.02,294.88,3.18,7.8,Fog,0.899,12.31,0,9075.73
SC-13275,2024-10-14,2024-10-01,Shanghai,Singapore,Rail,Perishables,12410.13,371.36,2.25,6.7,Clear,0.536,10.83,1,9533.99
SC-13278,2024-04-26,2024-04-01,Busan,Rotterdam,Rail,Textiles,5337.61,199.65,2.59,0.4,Storm,0.796,11.46,0,9464.43
SC-13280,2024-07-23,2024-07-01,Singapore,Rotterdam,Rail,Pharmaceuticals,7043.76,168.44,3.75,9.5,Clear,0.625,7.24,0,9385.31
SC-13283,2024-07-03,2024-07-01,Busan,Marseille,Rail,Electronics,13297.12,165.36,1.98,4.8,Clear,0.62,11.72,0,9385.31
SC-13286,2024-01-28,2024-01-01,Singapore,Los Angeles,Sea,Perishables,6123.48,221.2,4.1,0.5,Storm,0.562,26.73,0,8338.88
SC-13289,2024-08-02,2024-08-01,Dubai,Antwerp,Rail,Textiles,3450.35,255.69,1.97,1.3,Fog,0.709,3.66,1,8971.96
SC-13291,2024-10-25,2024-10-01,Hamburg,Antwerp,Sea,Perishables,13221.58,346.91,1.58,4.5,Clear,0.628,22.94,1,9533.99
SC-13293,2024-03-11,2024-03-01,Busan,Rotterdam,Sea,Textiles,8355.53,95.49,1.2,4.6,Hurricane,0.922,113.89,1,8689.13
SC-13297,2024-05-22,2024-05-01,Busan,Shanghai,Rail,Pharmaceuticals,1574.53,322.57,3.6,9.6,Fog,0.501,2.07,1,10139.33
SC-13299,2024-11-06,2024-11-01,Singapore,Marseille,Rail,Textiles,12155.31,414.44,1.51,7.5,Clear,0.639,12.06,1,9075.73
SC-13300,2024-09-04,2024-09-01,Rotterdam,Busan,Sea,Textiles,6785.35,394.35,2.91,6.4,Clear,0.547,12.18,1,9237.48
SC-13301,2024-09-15,2024-09-01,Hamburg,Los Angeles,Road,Automotive,14959.14,130.26,1.9,1.9,Hurricane,0.64,78.19,1,9237.48
SC-13303,2024-06-06,2024-06-01,Busan,Antwerp,Air,Automotive,5156.85,108.21,3.96,8.7,Storm,0.984,0.53,1,9648.17
SC-13306,2024-03-16,2024-03-01,Los Angeles,Dubai,Road,Pharmaceuticals,5901.73,90.14,2.99,5.0,Fog,0.994,6.55,0,8689.13
SC-13317,2024-02-07,2024-02-01,Los Angeles,Rotterdam,Rail,Textiles,577.05,373.62,2.78,10.0,Hurricane,0.828,4.71,1,8304.95
SC-13323,2024-03-28,2024-03-01,Los Angeles,Shanghai,Sea,Automotive,8963.85,221.17,2.68,2.4,Fog,0.845,20.21,1,8689.13
SC-13324,2024-04-21,2024-04-01,Rotterdam,Antwerp,Road,Textiles,11838.42,33.44,3.38,2.6,Hurricane,0.565,63.63,1,9464.43
SC-13325,2024-09-11,2024-09-01,Busan,Shanghai,Rail,Perishables,11400.33,412.83,1.37,3.1,Fog,0.595,13.68,1,9237.48
SC-13328,2024-12-29,2024-12-01,Busan,Marseille,Sea,Textiles,2534.71,432.25,2.28,1.0,Hurricane,0.815,29.36,1,8916.32
SC-13329,2024-06-19,2024-06-01,Hamburg,Antwerp,Sea,Electronics,10231.78,232.83,4.37,6.8,Rain,0.709,21.77,1,9648.17
SC-13332,2024-02-15,2024-02-01,Singapore,Marseille,Sea,Perishables,2963.27,401.73,2.88,3.6,Storm,0.87,14.36,0,8304.95
SC-13338,2024-12-05,2024-12-01,Rotterdam,Dubai,Sea,Textiles,9158.75,231.85,2.5,3.8,Hurricane,0.772,122.33,1,8916.32
SC-13340,2024-04-18,2024-04-01,Shanghai,Marseille,Rail,Electronics,13392.35,410.97,3.95,6.1,Clear,0.527,11.67,1,9464.43
SC-13341,2024-01-11,2024-01-01,Dubai,Busan,Air,Automotive,8892.7,277.69,1.35,4.7,Hurricane,0.787,4.76,1,8338.88
SC-13342,2024-04-10,2024-04-01,Antwerp,Busan,Road,Automotive,9669.67,90.72,2.22,8.1,Hurricane,0.95,64.08,1,9464.43
SC-13343,2024-09-21,2024-09-01,Shanghai,Los Angeles,Sea,Automotive,2768.91,234.41,3.44,7.7,Clear,0.89,6.18,0,9237.48
SC-13344,2024-08-15,2024-08-01,Los Angeles,Rotterdam,Sea,Electronics,7371.86,484.07,3.07,5.1,Storm,0.893,39.18,1,8971.96
SC-13351,2024-08-14,2024-08-01,Singapore,Antwerp,Sea,Pharmaceuticals,6660.34,25.59,2.06,8.9,Rain,0.78,15.52,1,8971.96
SC-13360,2024-06-03,2024-06-01,Shanghai,Busan,Rail,Pharmaceuticals,12045.5,406.53,2.05,0.1,Hurricane,0.864,67.6,1,9648.17
SC-13361,2024-12-19,2024-12-01,Singapore,Hamburg,Sea,Electronics,4443.22,67.17,2.46,6.3,Hurricane,0.508,64.89,1,8916.32
SC-13362,2024-01-26,2024-01-01,Shanghai,Rotterdam,Rail,Pharmaceuticals,10539.2,117.46,2.38,3.6,Fog,0.613,12.67,1,8338.88
SC-13364,2024-04-17,2024-04-01,Shanghai,Antwerp,Rail,Automotive,14116.49,259.04,2.25,3.2,Rain,0.904,14.2,0,9464.43
SC-13365,2024-10-29,2024-10-01,Los Angeles,Dubai,Air,Textiles,9727.43,382.04,3.25,1.7,Clear,0.783,0.5,1,9533.99
SC-13367,2024-03-28,2024-03-01,Rotterdam,Singapore,Road,Perishables,4407.92,395.14,3.99,3.2,Clear,0.507,2.67,0,8689.13
SC-13368,2024-04-28,2024-04-01,Hamburg,Antwerp,Road,Automotive,3268.44,309.55,3.88,3.3,Storm,0.51,6.79,0,9464.43
SC-13369,2024-05-25,2024-05-01,Busan,Singapore,Air,Electronics,10572.29,57.44,2.77,8.4,Clear,0.806,0.5,1,10139.33
SC-13370,2024-12-22,2024-12-01,Busan,Los Angeles,Road,Perishables,3671.38,79.01,4.01,6.5,Rain,0.511,2.59,1,8916.32
SC-13371,2024-11-15,2024-11-01,Shanghai,Rotterdam,Rail,Textiles,9131.9,219.08,2.02,7.1,Clear,0.997,8.07,1,9075.73
SC-13372,2024-12-17,2024-12-01,Rotterdam,Singapore,Air,Textiles,4337.21,199.05,1.26,6.4,Hurricane,0.592,3.2,1,8916.32
SC-13374,2024-07-30,2024-07-01,Dubai,Singapore,Rail,Pharmaceuticals,12316.63,290.79,2.71,2.1,Fog,0.578,14.26,1,9385.31
SC-13377,2024-12-22,2024-12-01,Los Angeles,Antwerp,Road,Pharmaceuticals,3221.97,114.19,4.4,5.9,Fog,0.883,3.51,0,8916.32
SC-13379,2024-04-09,2024-04-01,Antwerp,Singapore,Air,Automotive,10634.76,212.3,3.72,6.5,Fog,0.543,1.15,0,9464.43
SC-13383,2024-11-22,2024-11-01,Dubai,Los Angeles,Sea,Perishables,4263.86,426.42,2.62,5.3,Hurricane,0.958,60.24,1,9075.73
SC-13384,2024-03-09,2024-03-01,Hamburg,Antwerp,Air,Textiles,988.31,129.71,2.67,3.8,Clear,0.96,0.5,0,8689.13
SC-13385,2024-11-03,2024-11-01,Rotterdam,Busan,Sea,Pharmaceuticals,13248.19,246.27,2.22,7.6,Storm,0.539,76.19,1,9075.73
SC-13386,2024-02-15,2024-02-01,Shanghai,Los Angeles,Sea,Pharmaceuticals,4029.25,487.79,3.2,5.2,Fog,0.56,10.0,0,8304.95
SC-13388,2024-04-27,2024-04-01,Dubai,Hamburg,Rail,Automotive,1065.2,297.93,3.27,7.4,Storm,0.744,3.33,1,9464.43
SC-13389,2024-01-24,2024-01-01,Antwerp,Busan,Sea,Perishables,10169.29,46.01,1.77,7.3,Rain,0.619,23.91,1,8338.88
SC-13390,2024-12-17,2024-12-01,Dubai,Shanghai,Air,Pharmaceuticals,5183.9,303.4,1.41,1.7,Storm,0.885,0.5,1,8916.32
SC-13392,2024-04-21,2024-04-01,Rotterdam,Dubai,Road,Electronics,13377.71,479.66,1.96,2.2,Storm,0.864,26.63,0,9464.43
SC-13394,2024-06-17,2024-06-01,Los Angeles,Rotterdam,Air,Textiles,13563.93,394.29,1.38,1.1,Rain,0.892,1.28,0,9648.17
SC-13395,2024-09-06,2024-09-01,Rotterdam,Hamburg,Sea,Perishables,14944.29,352.35,1.78,6.0,Clear,0.637,26.9,0,9237.48
SC-13397,2024-06-27,2024-06-01,Antwerp,Busan,Rail,Automotive,12750.63,225.51,2.79,3.5,Storm,0.707,30.76,1,9648.17
SC-13399,2024-06-12,2024-06-01,Busan,Shanghai,Rail,Textiles,8862.18,478.46,1.22,0.1,Storm,0.584,19.02,1,9648.17
SC-13400,2024-12-04,2024-12-01,Dubai,Marseille,Road,Textiles,1475.21,250.02,4.46,8.0,Storm,0.726,4.43,1,8916.32
SC-13404,2024-08-25,2024-08-01,Singapore,Antwerp,Air,Electronics,11348.67,227.79,2.08,0.6,Rain,0.759,0.75,0,8971.96
SC-13407,2024-07-07,2024-07-01,Dubai,Shanghai,Road,Textiles,14965.61,121.51,4.11,8.4,Rain,0.899,14.95,0,9385.31
SC-13408,2024-07-09,2024-07-01,Dubai,Los Angeles,Rail,Perishables,4001.7,255.35,1.81,3.5,Storm,0.66,10.2,1,9385.31
SC-13413,2024-01-30,2024-01-01,Antwerp,Rotterdam,Air,Electronics,5726.19,226.64,1.66,9.8,Storm,0.956,0.88,1,8338.88
SC-13415,2024-07-21,2024-07-01,Rotterdam,Hamburg,Rail,Textiles,8709.62,24.93,2.72,9.1,Fog,0.851,12.6,0,9385.31
SC-13420,2024-01-05,2024-01-01,Hamburg,Antwerp,Rail,Electronics,11583.12,286.34,4.28,5.7,Rain,0.708,12.5,0,8338.88
SC-13422,2024-08-07,2024-08-01,Dubai,Rotterdam,Road,Pharmaceuticals,11553.39,114.8,3.96,6.0,Clear,0.711,8.96,0,8971.96
SC-13423,2024-07-29,2024-07-01,Singapore,Los Angeles,Rail,Pharmaceuticals,1064.6,6.75,3.48,6.9,Hurricane,0.895,7.87,1,9385.31
SC-13424,2024-10-12,2024-10-01,Hamburg,Singapore,Road,Perishables,12638.23,66.04,4.07,2.2,Rain,0.902,9.95,1,9533.99
SC-13426,2024-03-05,2024-03-01,Antwerp,Dubai,Sea,Electronics,8669.23,59.32,2.34,6.0,Rain,0.526,18.31,0,8689.13
SC-13428,2024-04-14,2024-04-01,Los Angeles,Singapore,Rail,Automotive,13034.28,155.01,2.07,3.7,Hurricane,0.554,85.28,1,9464.43
SC-13430,2024-07-10,2024-07-01,Dubai,Los Angeles,Road,Automotive,8923.78,100.34,1.56,9.4,Rain,0.95,9.31,0,9385.31
SC-13432,2024-11-29,2024-11-01,Los Angeles,Dubai,Rail,Automotive,11472.59,32.96,2.16,0.0,Fog,0.879,12.34,0,9075.73
SC-13433,2024-07-20,2024-07-01,Hamburg,Rotterdam,Sea,Textiles,6913.26,431.35,2.92,7.7,Storm,0.532,38.81,1,9385.31
SC-13435,2024-04-26,2024-04-01,Singapore,Rotterdam,Rail,Automotive,6143.84,124.13,4.37,0.1,Clear,0.837,3.64,0,9464.43
SC-13436,2024-09-25,2024-09-01,Dubai,Los Angeles,Road,Pharmaceuticals,3818.69,225.6,2.31,3.7,Storm,0.567,7.88,1,9237.48
SC-13441,2024-11-16,2024-11-01,Shanghai,Singapore,Road,Electronics,8151.32,104.21,3.67,1.5,Storm,0.914,16.15,1,9075.73
SC-13447,2024-04-26,2024-04-01,Hamburg,Busan,Rail,Pharmaceuticals,10868.95,429.48,3.1,4.4,Storm,0.703,27.44,1,9464.43
SC-13448,2024-12-22,2024-12-01,Los Angeles,Dubai,Rail,Pharmaceuticals,9100.79,59.62,3.94,1.9,Storm,0.909,21.39,0,8916.32
SC-13449,2024-12-26,2024-12-01,Hamburg,Rotterdam,Sea,Electronics,1273.55,393.05,1.82,4.5,Hurricane,0.591,17.7,1,8916.32
SC-13452,2024-06-25,2024-06-01,Singapore,Shanghai,Rail,Textiles,10324.21,347.72,4.15,6.6,Hurricane,0.502,76.62,1,9648.17
SC-13455,2024-10-31,2024-10-01,Dubai,Los Angeles,Air,Perishables,2926.68,71.66,3.95,1.9,Clear,0.664,0.68,0,9533.99
SC-13458,2024-03-27,2024-03-01,Shanghai,Antwerp,Sea,Automotive,10608.47,478.45,4.47,4.7,Fog,0.623,26.52,1,8689.13
SC-13460,2024-05-17,2024-05-01,Hamburg,Rotterdam,Road,Automotive,4491.68,481.13,4.42,1.3,Storm,0.902,8.06,1,10139.33
SC-13461,2024-11-16,2024-11-01,Singapore,Busan,Sea,Perishables,2765.0,450.84,1.8,8.1,Hurricane,0.625,43.79,1,9075.73
SC-13462,2024-04-30,2024-04-01,Busan,Rotterdam,Sea,Electronics,9721.13,135.92,2.39,6.2,Clear,0.521,17.42,1,9464.43
SC-13463,2024-09-01,2024-09-01,Dubai,Los Angeles,Air,Textiles,9189.88,401.97,3.68,1.4,Fog,0.602,0.5,1,9237.48
SC-13464,2024-11-08,2024-11-01,Los Angeles,Antwerp,Rail,Pharmaceuticals,3100.66,497.81,3.37,3.7,Fog,0.6,4.06,1,9075.73
SC-13465,2024-04-29,2024-04-01,Los Angeles,Rotterdam,Rail,Pharmaceuticals,10724.52,127.08,3.12,8.1,Storm,0.533,31.73,1,9464.43
SC-13466,2024-07-06,2024-07-01,Dubai,Antwerp,Road,Electronics,7099.99,218.95,2.95,5.7,Hurricane,0.863,43.75,1,9385.31
SC-13469,2024-05-24,2024-05-01,Rotterdam,Los Angeles,Air,Automotive,2961.06,8.62,2.66,2.4,Hurricane,0.626,1.06,1,10139.33
SC-13474,2024-05-21,2024-05-01,Los Angeles,Rotterdam,Air,Automotive,12653.25,436.75,2.76,9.1,Storm,0.687,3.13,1,10139.33
SC-13478,2024-07-09,2024-07-01,Rotterdam,Los Angeles,Air,Perishables,7583.19,327.17,2.62,6.1,Hurricane,0.723,4.75,1,9385.31
SC-13484,2024-06-26,2024-06-01,Antwerp,Shanghai,Rail,Pharmaceuticals,8956.27,360.57,3.78,5.4,Storm,0.643,23.8,1,9648.17
SC-13486,2024-06-19,2024-06-01,Busan,Shanghai,Sea,Automotive,5646.41,46.65,2.95,1.8,Rain,0.72,10.14,1,9648.17
SC-13488,2024-10-22,2024-10-01,Busan,Los Angeles,Air,Perishables,960.28,116.56,1.98,7.7,Rain,0.868,0.5,0,9533.99
SC-13489,2024-05-23,2024-05-01,Shanghai,Busan,Road,Electronics,6638.36,91.43,2.64,4.5,Hurricane,0.821,38.84,1,10139.33
SC-13490,2024-07-10,2024-07-01,Dubai,Hamburg,Sea,Automotive,1726.2,405.34,4.03,8.8,Rain,0.879,3.39,0,9385.31
SC-13491,2024-11-18,2024-11-01,Antwerp,Shanghai,Sea,Pharmaceuticals,9299.28,68.38,1.75,1.5,Storm,0.91,41.2,1,9075.73
SC-13494,2024-02-24,2024-02-01,Busan,Shanghai,Rail,Perishables,10056.16,93.73,3.55,5.2,Hurricane,0.992,70.93,1,8304.95
SC-13496,2024-01-10,2024-01-01,Busan,Hamburg,Air,Textiles,13013.45,497.15,4.26,9.9,Hurricane,0.857,7.97,1,8338.88
SC-13498,2024-05-19,2024-05-01,Antwerp,Marseille,Rail,Electronics,3351.48,85.9,2.42,1.3,Rain,0.908,3.6,0,10139.33
SC-13499,2024-07-18,2024-07-01,Rotterdam,Hamburg,Road,Pharmaceuticals,11192.68,158.74,3.54,1.3,Clear,0.738,6.62,0,9385.31
SC-13512,2024-06-20,2024-06-01,Shanghai,Antwerp,Rail,Perishables,14642.48,356.59,3.67,9.0,Storm,0.749,44.25,1,9648.17
SC-13513,2024-03-25,2024-03-01,Antwerp,Marseille,Rail,Pharmaceuticals,12346.12,344.33,3.61,9.1,Fog,0.606,18.32,0,8689.13
SC-13515,2024-02-01,2024-02-01,Shanghai,Marseille,Air,Perishables,14100.5,126.85,3.01,3.8,Rain,0.754,2.52,0,8304.95
SC-13516,2024-08-13,2024-08-01,Dubai,Hamburg,Sea,Perishables,1734.0,478.0,2.74,7.2,Rain,0.793,3.75,0,8971.96
SC-13517,2024-10-26,2024-10-01,Hamburg,Marseille,Sea,Pharmaceuticals,6091.17,461.73,4.26,4.0,Clear,0.62,9.27,0,9533.99
SC-13518,2024-02-03,2024-02-01,Singapore,Hamburg,Sea,Perishables,1530.01,229.2,2.05,2.3,Storm,0.794,7.17,1,8304.95
